Chat ID,Chat Message,UNIX Time Stamp,chat_location_context
9605170,Coming to nainital on december 24 and will leave on 31 morng,1415517881,:16/11/2014:19/11/2014
9319328,"\
Hotel Sakthi Grand - Chennai X\
Check in: 24/12/2014 Check out: 27/12/2014\
Double Non A/c Room3 Rooms @ Rs. 3,126/night\
Extra Bed1 Room @ Rs. 318/night\
Avg Price per Night*\
Rs. 3,444 ",1415517880,236:24/12/2014:27/12/2014
9605486,check in-14 jan 2015 &amp; check out 17 jan 2015,1415517875,:04/12/2014:07/12/2014
9605496,"too high, getting a similar deal from Taj",1415517841,:04/12/2014:07/12/2014
9605272,"Includes:\
\
Room rent.\
\
Checkin Time:\
12:00 Hrs\
Checkout Time:\
12:00 Hrs",1415517833,348:01/12/2014:03/12/2014
9605524,"sorry for the delay, I am checking various options for you",1415517829,:16/11/2014:19/11/2014
9605272,"\
Hotel Natraj - Ranchi X\
Check in: 16/11/2014 Check out: 17/11/2014\
Economy Non/Ac Single1 Room @ Rs. 537/night\
",1415517822,348:01/12/2014:03/12/2014
9605496,"\
Syna Tiger Resort - Bandhavgarh X\
Check in: 24/1/2015 Check out: 27/1/2015\
Luxury cottage with jacuzzi1 Room @ Rs. 12,707/night\
Extra Bed1 Room @ Rs. 4,265/night\
Avg Price per Night*\
Rs. 16,972 ",1415517798,:04/12/2014:07/12/2014
9605486,may i know your check-in/check-out dates pls,1415517778,:04/12/2014:07/12/2014
9605524,"Mobile 9974746859, Email patelmazaz@gmail.com",1415517746,:16/11/2014:19/11/2014
9600832,Your room charges is too expensive. I will let you know .,1415517740,346397:13/12/2014:14/12/2014
9605444,10 dec suggst me hotl with swmmng pool room with cubical glass bath,1415517733,60:16/11/2014:19/11/2014
9605272,your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415517733,348:01/12/2014:03/12/2014
9319328,your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415517726,236:24/12/2014:27/12/2014
9603700,or are you still checking for room availability?,1415517697,:16/11/2014:19/11/2014
9605358,"\
Sri Prasunna Lodge - Mantralayam X\
Check in: 28/11/2014 Check out: 29/11/2014\
Double Non A/c Room1 Room @ Rs. 344/night\
A/c Double1 Room @ Rs. 786/night\
Avg Price per Night*\
Rs. 1,130 ",1415517692,:04/12/2014:07/12/2014
9605524,meanwhile can i have your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415517684,:16/11/2014:19/11/2014
9605272,may I know the total number of adults & children pls,1415517680,348:01/12/2014:03/12/2014
9319328,may I know the total number of adults & children pls,1415517672,236:24/12/2014:27/12/2014
9605574,"i called ur site now...thwy told me to pay 10% nd after u cnfrm booking, i can pay the whole amount aftr a week, bcz this haritha hotel is a government property",1415517644,:16/11/2014:19/11/2014
9605496,ok looking luxurious/superior tents/cottages in pench ,1415517633,:04/12/2014:07/12/2014
9605524,may I know your check-in/check-out dates pls,1415517610,:16/11/2014:19/11/2014
9604710,I will also need accommodation for my driver and also darshan.  Please send me detailed e mail so that I can proceed further. tnx,1415517608,:04/12/2014:07/12/2014
9605390,may I know your check-in/check-out dates pls,1415517583,290:16/11/2014:19/11/2014
9605496,office is located in chennai we help for hotel accommodation all over india in discounted rates,1415517574,:04/12/2014:07/12/2014
9605358,"\
Sri Prasunna Lodge - Mantralayam X\
Check in: 28/11/2014 Check out: 29/11/2014\
Triple A/c Room1 Room @ Rs. 885/night\
Avg Price per Night*\
Rs. 885 ",1415517561,:04/12/2014:07/12/2014
9335422,"Thank You For The Good Response From Your End .Awesome , Keep It Up ?.Thanks A Lot For Wasting My Time With You.",1415517555,154:16/11/2014:19/11/2014
9605390,Hello. Good morning. We. Are.  Twenty. Friends. We want. Stay in. Januvary. 25.1.2015Hommany. Ruppes?,1415517542,290:16/11/2014:19/11/2014
9605524,I want to Hotel Room 300 rs. per day Near Elisbredgr ahmadabad,1415517535,:16/11/2014:19/11/2014
9605574,can u jst let me knw d current status of my booking,1415517519,:16/11/2014:19/11/2014
9605464,"may I know your budget per night and type of rooms that you are looking for, a/c or non ac",1415517517,18:16/11/2014:19/11/2014
9605272,may I know your check-in/check-out dates pls,1415517510,348:01/12/2014:03/12/2014
9605496,"may I know your budget per night and type of rooms that you are looking for, a/c or non ac",1415517509,:04/12/2014:07/12/2014
9605574,bt aftr payment sm problem occured nd i dint get any info...page cud nt b displayed,1415517499,:16/11/2014:19/11/2014
9605464,may I know the total number of adults & children pls,1415517498,18:16/11/2014:19/11/2014
9603700,"haven&#39;t got voucher yet, I know it is 3 hrs SLA, but usually from other websites I get it immediately",1415517492,:16/11/2014:19/11/2014
9604578,is there anything else that I may assist you with?,1415517491,:04/12/2014:07/12/2014
9605492,may I know your check-in/check-out dates pls,1415517481,:04/12/2014:07/12/2014
9605496,may I know the total number of adults & children pls,1415517478,:04/12/2014:07/12/2014
9605486,we r 8 adult &amp; 4 child want hotel in goa,1415517475,:04/12/2014:07/12/2014
9605220,"Includes:\
\
Room rent\
\
Checkin Time:\
24Hrs\
Checkout Time:\
24Hrs",1415517469,:16/11/2014:19/11/2014
9605496,may I know your check-in/check-out dates pls,1415517467,:04/12/2014:07/12/2014
9605574,i booked jst now..order id 39982021361415460119,1415517463,:16/11/2014:19/11/2014
9604878,"\
Victoriya Cottage - Shimoga X\
Check in: 15/11/2014 Check out: 16/11/2014\
Deluxe Room Non Ac1 Room @ Rs. 492/night\
Avg Price per Night*\
Rs. 492 ",1415517453,:04/12/2014:07/12/2014
9605220,"\
Shannkur Residency - Srikalahasti X\
Check in: 15/11/2014 Check out: 16/11/2014\
Non A/c Double2 Rooms @ Rs. 1,228/night\
Extra Bed1 Room @ Rs. 106/night\
Avg Price per Night*\
Rs. 1,334 ",1415517448,:16/11/2014:19/11/2014
9603700,"will you be able to check status of \
400118-5638-1415511766 \
 ?",1415517448,:16/11/2014:19/11/2014
9603700,is there anything else that I may assist you with?,1415517423,:16/11/2014:19/11/2014
9604948,"pls give me a min, let me check with the hotel sir ",1415517408,:04/12/2014:07/12/2014
9605272,may I know your check-in/check-out dates pls,1415517407,348:01/12/2014:03/12/2014
9605458,may I know your check-in/check-out dates pls,1415517395,110:16/11/2014:19/11/2014
9603700,do you provide taxi service from Diu airport?,1415517369,:16/11/2014:19/11/2014
9605464,may I know your check-in/check-out dates pls,1415517366,18:16/11/2014:19/11/2014
9604948,"yes , can u use the same order id for preponement",1415517363,:04/12/2014:07/12/2014
9605358,may I know your check-in/check-out dates pls,1415517363,:04/12/2014:07/12/2014
9605496,may I know your check-in/check-out dates pls,1415517361,:04/12/2014:07/12/2014
9603884,thank you for providing an opportunity to assist you,1415517349,23571:16/11/2014:19/11/2014
9603884,is there anything else that I may assist you with?,1415517346,23571:16/11/2014:19/11/2014
9605358,may I know your check-in/check-out dates pls,1415517339,:04/12/2014:07/12/2014
9605288,"\
Hotel Raghav - Ghaziabad X\
Check in: 10/11/2014 Check out: 11/11/2014\
Standard Non A/c Double1 Room @ Rs. 694/night\
Avg Price per Night*\
Rs. 694 ",1415517328,24065:10/11/2014:11/11/2014
9605444,may I know your check-in/check-out dates pls,1415517328,60:16/11/2014:19/11/2014
9605464,Want best offers and good hotel in 3star one ,1415517320,18:16/11/2014:19/11/2014
9605492,I am looking for lodge for one night stay,1415517319,:04/12/2014:07/12/2014
9605220,your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415517318,:16/11/2014:19/11/2014
9605492,I am looking for lodge for one night stay,1415517312,:04/12/2014:07/12/2014
9604948,then u must book for 19/11/2014 to 20/11/2014 sir ,1415517290,:04/12/2014:07/12/2014
9604878,<a href='http://www.stayzilla.com/poi.php#search?h/128135/15_11_2014/16_11_2014/main'>link</a>,1415517275,:04/12/2014:07/12/2014
9603706,No. I have already booked at yr hotel thro Stayzilla. Tku,1415517269,150:10/11/2014:11/11/2014
9600832,"ncludes:\
\
Room rent.\
~ Complimentary Breakfast, Lunch and Dinner.\
Kindly Note:\
~ Hotel Accept Minimum 2 night package.",1415517263,346397:13/12/2014:14/12/2014
9335422,"Mr. Rupash , Are You There ?. How Long Should I Have To wait sir?. Could you check it out and email me .",1415517263,154:16/11/2014:19/11/2014
9605288,10 night check in 11 th morning checkout,1415517254,24065:10/11/2014:11/11/2014
9513318,WE WANT A DECENT HOTEL IN HAMPI FOR STAY FROM 18TH NOV TO 20TH NOV,1415517251,13900:14/11/2014:15/11/2014
9605444,may I know your check-in/check-out dates pls,1415517239,60:16/11/2014:19/11/2014
9605288,may i know your check-in/check-out dates pls,1415517231,24065:10/11/2014:11/11/2014
9605444,I require ac delux room heated swimmng pool,1415517229,60:16/11/2014:19/11/2014
9600832,"That includes breakfast, lunch and dinner ?",1415517225,346397:13/12/2014:14/12/2014
9604878,before tat pls send me the link of the first hotel,1415517205,:04/12/2014:07/12/2014
9387362,"thanks for contacting us. I am afraid, I am unable to help you on this particular issue. However, may I ask you to please call 044-46946000(Extn : 2) or email your concerns to orders@stayzilla.local. Alternatively, I can arrange a call back from the concerned team in the next 30 minutes.",1415517182,512:27/11/2014:30/11/2014
9600832,"\
Khanvel Resort - Silvassa X\
Check in: 29/11/2014 Check out: 1/12/2014\
Deluxe Rms/Ctgs River Side Ctgs1 Room @ Rs. 5,680/night\
Avg Price per Night*\
Rs. 5,680 ",1415517176,346397:13/12/2014:14/12/2014
9605004,thank you for providing an opportunity to assist you,1415517174,:16/11/2014:19/11/2014
9605004,"i am forwarding your request to my reservation team.\
 they will check & confirm then forward you the payment link in your email id.\
 now you can pay 10% amount for confirm booking.\
\
\
\
",1415517169,:16/11/2014:19/11/2014
9604878,can u suggest wherer to stay..any place near by..with access to public transport or auto or taxi,1415517165,:04/12/2014:07/12/2014
9387362,y u mentioned next installment on 14.11.14,1415517131,512:27/11/2014:30/11/2014
9604002,"Amenities\
\
    Internet\
    Travel Desk\
    Bar\
    Laundry\
    Valet\
    Doctor on Call\
    Safe\
    STD/ISD Phone\
    Credit Cards Accepted\
    Breakfast\
    Continental Breakfast\
    Cable Television\
    Car Rental Desk\
    Fax\
    Free Newspaper\
    TV Remote Control\
\
	\
Cuisines\
\
    Continental\
    Chinese\
    Tandoor\
    Vegetarian\
    Jain Food",1415517129,:04/12/2014:07/12/2014
9604002,"Checkin Time:\
12:00 Hrs\
Checkout Time:\
11:30 Hrs",1415517112,:04/12/2014:07/12/2014
9605084,i thought it was something to do with farmhouse,1415517109,:16/11/2014:19/11/2014
9605178,thank you for providing an opportunity to assist you,1415517109,22615:28/12/2014:02/01/2015
9604948,"one information for your update, I have Stayzilla Order ID386162-1843-1414207453 for dated 21.11. i need to prepone for 20.11.14, Night 2200hrs. ",1415517108,:04/12/2014:07/12/2014
9605358,i want to knw chepest hotel in mantralaya,1415517094,:04/12/2014:07/12/2014
9543524,why r u afraid mr siva informed me that the rooms r available and i have made the 10% advance payment online for the bookings why r u so scared and afraid can i konw?????,1415517094,:14/11/2014:17/11/2014
9604878,purpose of our visit is to meet dr.narayana murthy...in narasipura..shimoja,1415517089,:04/12/2014:07/12/2014
9600832,Yes I would like to book two rooms at khanvel resort selvasa. Is it available on 29th &amp; 30th of November? Or any single room where two couples can stay. What are the charges for the rooms ?,1415517086,346397:13/12/2014:14/12/2014
9604878,okay will send you the link of the hotel sir,1415517071,:04/12/2014:07/12/2014
9605358,may I know your check-in/check-out dates pls,1415517057,:04/12/2014:07/12/2014
9605220,5 Adults.. 1 5 year kind &amp; 1year baby,1415517048,:16/11/2014:19/11/2014
9604002,"\
Hotel Saikripa Gangtok - Gangtok X\
Check in: 17/11/2014 Check out: 20/11/2014\
Economy Single1 Room @ Rs. 559/night\
Avg Price per Night*\
Rs. 559 ",1415517041,:04/12/2014:07/12/2014
9605084,can i know exactly how many adults can i add in,1415517018,:16/11/2014:19/11/2014
9387362,i have one doubt against my booking... so pl check &amp; clear it,1415517011,512:27/11/2014:30/11/2014
9543524,"thanks for contacting us. I am afraid, I am unable to help you on this particular issue. However, may I ask you to please call 044-46946000(Extn : 2) or email your concerns to orders@stayzilla.local. Alternatively, I can arrange a call back from the concerned team in the next 30 minutes.",1415517008,:14/11/2014:17/11/2014
9605004,"Includes:\
\
Room rent\
\
Checkin Time:\
12:00 Hrs\
Checkout Time:\
12:00 Hrs",1415517003,:16/11/2014:19/11/2014
9605178,"we want to celebrate this years new year! overthere i.e, tyda and araku",1415516998,22615:28/12/2014:02/01/2015
9605084,"The Shamiyana lodge mentioned here .. for double non ac with TV, it says adult-999 in the occupant list",1415516993,:16/11/2014:19/11/2014
9604878,ya its seems good..i need to look abt the hotel,1415516987,:04/12/2014:07/12/2014
9605004,"\
Hotel Har Ki Pauri - Haridwar X\
Check in: 15/11/2014 Check out: 19/11/2014\
Regular Non Ac Double Bed2 Rooms @ Rs. 1,692/night\
Avg Price per Night*\
Rs. 1,692 ",1415516983,:16/11/2014:19/11/2014
9605178,8019695298 is my personal number and sandeepgalgalikar32@gmail.com is my email id,1415516971,22615:28/12/2014:02/01/2015
9605220,may I know the total number of adults & children pls,1415516960,:16/11/2014:19/11/2014
9604710,my mobile is 9895491389 and e mail ID is anthur1@hotmail.com,1415516952,:04/12/2014:07/12/2014
9604908,when ever i try to search for hotels on my dates ,1415516939,:16/11/2014:19/11/2014
9605084,http://www.stayzilla.com/india/Maharashtra-hotels/book-Lonavala-hotels.php#search?h/438/04_12_2014/07_12_2014/main,1415516938,:16/11/2014:19/11/2014
9605178,"since your requirement is for a group booking, pls provide me your contact number and email address, I will check with the hotel and revert back to you at the earliest possible.",1415516936,22615:28/12/2014:02/01/2015
9604002,"sorry for the delay, I am checking various options for you",1415516935,:04/12/2014:07/12/2014
9604878,"Amenities\
\
    24Hrs Checkin\
    24Hrs Checkout\
    Internet\
    Travel Desk\
    Laundry\
    Valet\
    Doctor on Call\
    STD/ISD Phone\
    Amex Card Accepted\
    Breakfast\
    Continental Breakfast\
    Cable Television\
    Car Rental Desk\
    TV Remote Control\
\
	\
Cuisines\
\
    Continental\
    Chinese\
    Vegetarian\
    Non-Vegetarian\
    Jain Food",1415516920,:04/12/2014:07/12/2014
9605178,only a group of freinds consisting of to 16 members who all r adults only,1415516911,22615:28/12/2014:02/01/2015
9604878,"Includes:\
\
Room rent\
\
Checkin Time:\
24Hrs\
Checkout Time:\
24Hrs",1415516909,:04/12/2014:07/12/2014
9603984,Try to find some other one where restaurants around hotel,1415516905,144:16/11/2014:19/11/2014
9543524,"Forest Inn - Lataguri \
Order ID: 385910-6618-1415456424",1415516904,:14/11/2014:17/11/2014
9604878," 2 Kms from Station\
Shimoga Railway Station 2 Kms from Bus-stand\
Shimoga Bus Stand\
\
",1415516902,:04/12/2014:07/12/2014
9604878,"\
Surya Comforts Hotel - Shimoga X\
Check in: 15/11/2014 Check out: 16/11/2014\
Deluxe Double Non A/c1 Room @ Rs. 614/night\
Avg Price per Night*\
Rs. 614 ",1415516895,:04/12/2014:07/12/2014
9605220,may I know your check-in/check-out dates pls,1415516885,:16/11/2014:19/11/2014
9605178,may I know the total number of adults & children pls,1415516880,22615:28/12/2014:02/01/2015
9605004,your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415516877,:16/11/2014:19/11/2014
9604878,"Amenities\
\
    24Hrs Checkin\
    24Hrs Checkout\
    Laundry\
    Doctor on Call\
    Credit Cards Accepted\
    Cable Television\
    TV Remote Control\
\
	\
Cuisines\
\
    South Indian\
    Tandoor\
    Only Veg",1415516868,:04/12/2014:07/12/2014
9543524, Order no 385910-4096-1415456926 for Jaldapara Wildhut Resort-Jaldapara,1415516858,:14/11/2014:17/11/2014
9604878," 1 Kms from Station\
Shimoga Railway Station 1 Kms from Bus-stand\
Shimoga Bus Stand ",1415516856,:04/12/2014:07/12/2014
9604710,Pls read my first message where i have mentioned 3 adults,1415516850,:04/12/2014:07/12/2014
9604878,"Includes:\
\
Room rent\
\
Checkin Time:\
24Hrs\
Checkout Time:\
24Hrs",1415516846,:04/12/2014:07/12/2014
9605178,may I know your check-in/check-out dates pls,1415516844,22615:28/12/2014:02/01/2015
9604878,"\
Hotel Mathura Residency - Shimoga X\
Check in: 15/11/2014 Check out: 16/11/2014\
Double Non A/c Room1 Room @ Rs. 500/night\
Avg Price per Night*\
Rs. 500 ",1415516838,:04/12/2014:07/12/2014
9605220,may I know your check-in/check-out dates pls,1415516830,:16/11/2014:19/11/2014
9604400,thank you for providing an opportunity to assist you,1415516821,:04/12/2014:07/12/2014
9604400," i am forwarding your request to my reservation team.\
 they will check & confirm then forward you the payment link in your email id.\
 now you can pay 10% amount for confirm booking.\
",1415516819,:04/12/2014:07/12/2014
9605004,may I know the total number of adults & children pls,1415516808,:16/11/2014:19/11/2014
9543524,i had done some bookings yesterday night i was informed that the confirmation will come within an hour but still 2 bookings r pending can u help me out,1415516794,:14/11/2014:17/11/2014
9604490,"Please click this <a href='http://stayzilla.com/#search?p/13.0057146_80.19623939999997/9_11_2014/11_11_2014/St%20Thomas%20Mount%2C%20Chennai%2C%20Tamil%20Nadu%2C%20India_lid/St%20Thomas%20Mount%2C%20Chennai%2C%20Tamil%20Nadu%2C%20India/main'>link</a>\
",1415516783,42:16/11/2014:19/11/2014
9605178, hi..we re planning to trip to tyda and arakucan u suggest the preffereed place with low price???  bells tyda?,1415516773,22615:28/12/2014:02/01/2015
9603930,thank you for providing an opportunity to assist you,1415516768,:16/11/2014:19/11/2014
9275798,moment'let me check me check and confirm u the details,1415516763,Homepage
9604002,meanwhile can i have your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415516761,:04/12/2014:07/12/2014
9605004,may I know your check-in/check-out dates pls,1415516758,:16/11/2014:19/11/2014
9603984,Yes it is but 2 km walk for food twice a day,1415516751,144:16/11/2014:19/11/2014
9604490,"Click on the pink color plus sign straight to the room category once\
Then Click next in that window \
Fill your Details \
Give Instant Checkout .\
Enter 10%\
that will directed to the payment page ,\
 from there u can proceed with the payment \
\
This is the procedure to book a room",1415516750,42:16/11/2014:19/11/2014
9603930,within 3 hous you have get the confirmation reciept voucher,1415516746,:16/11/2014:19/11/2014
9582600,pls send me a mail with the best rate you can offer for shekha r guest house and kuber hotel.,1415516738,382:13/12/2014:14/12/2014
9604878,meanwhile can i have your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415516733,:04/12/2014:07/12/2014
9604878,"sorry for the delay, I am checking various options for you",1415516726,:04/12/2014:07/12/2014
9604864,"Amenities\
\
    Business Centre\
    Travel Desk\
    Swimming Pool\
    Laundry\
    Valet\
    Doctor on Call\
    Credit Cards Accepted\
    Amex Card Accepted\
    Cable Television\
    Free Newspaper\
    TV Remote Control\
\
	\
Cuisines\
\
    Italian\
    Chinese\
    Mexican\
    South Indian\
    Only Veg",1415516710,438:16/11/2014:19/11/2014
9605004,kindly you please help me to find a hotel,1415516702,:16/11/2014:19/11/2014
9604864,"Includes:\
\
Room rent.\
\
Checkin Time:\
12:00 Hrs\
Checkout Time:\
10:00 Hrs",1415516701,438:16/11/2014:19/11/2014
9604864," 1 Kms from Station\
Lonavala Railway Station <1 Kms from Bus-stand\
Lonavala Bus Stand ",1415516690,438:16/11/2014:19/11/2014
9604002,also say me whether check-in &amp; check out timing....,1415516690,:04/12/2014:07/12/2014
9604864,"\
Purohit Holiday Resorts - Lonavala X\
Check in: 7/12/2014 Check out: 9/12/2014\
Deluxe Double Room1 Room @ Rs. 2,721/night\
Avg Price per Night*\
Rs. 2,721 ",1415516681,438:16/11/2014:19/11/2014
9605120,may i know your check-in/check-out dates pls,1415516678,:04/12/2014:07/12/2014
9603984,We are looking for hotel which is near swinging bridge(laxman jhula),1415516674,144:16/11/2014:19/11/2014
9604948,"hai bhavani,This is pavan, frm Bangalore, need to book a room for 8 on 20.11.14 at Guruvayur near the temple, kindly advise",1415516673,:04/12/2014:07/12/2014
9604810,ur mail id n contact no pls i ll create request fr u,1415516670,852:26/12/2014:27/12/2014
9604864,"Amenities\
\
    Business Centre\
    Internet\
    Travel Desk\
    Swimming Pool\
    Laundry\
    Valet\
    Doctor on Call\
    Breakfast\
    Continental Breakfast\
    Cable Television\
    TV Remote Control\
\
	\
Cuisines\
\
    Continental\
    South Indian\
    Vegetarian\
    Non-Vegetarian",1415516650,438:16/11/2014:19/11/2014
9605004,i want a hotel near har ki pauri haridwar?,1415516643,:16/11/2014:19/11/2014
9605120,want to book resort in mahableshwar for 2 nights,1415516642,:04/12/2014:07/12/2014
9604864,"Includes:\
\
Room rent\
~ Complimentary Breakfast\
~ Kindly note:\
\
The tariff is not valid from 22nd October to 3rd Nov\
\
Checkin Time:\
12:00 Hrs\
Checkout Time:\
10:00 Hrs",1415516640,438:16/11/2014:19/11/2014
9603930,just now i did two rooms bookings at Js Home stay,1415516639,:16/11/2014:19/11/2014
9604710,I need full information.  My scheduled visit is for 23rd DEc arrival and 24th departure,1415516635,:04/12/2014:07/12/2014
9604002,may I know the total number of adults & children pls,1415516628,:04/12/2014:07/12/2014
9604490,sorry sir before booking online we cannot give the hotel contact details,1415516622,42:16/11/2014:19/11/2014
9604864,"\
Mount View Resort Lonavala - Lonavala X\
Check in: 7/12/2014 Check out: 9/12/2014\
Super Deluxe Room1 Room @ Rs. 3,049/night\
Avg Price per Night*\
Rs. 3,049 ",1415516621,438:16/11/2014:19/11/2014
9604948,may I know your check-in/check-out dates pls,1415516609,:04/12/2014:07/12/2014
9604878,"may I know your budget per night and type of rooms that you are looking for, a/c or non ac",1415516597,:04/12/2014:07/12/2014
9604400,"Includes:\
\
Room rent.\
~ Complimentary Campfire.\
~ Kindly Note:\
~ Hotel doesn't have restaurant in the premises.\
\
Checkin Time:\
12:00 Hrs\
Checkout Time:\
12:00 Hrs",1415516585,:04/12/2014:07/12/2014
9603984,Seems this hotel far from swinging bridge,1415516584,144:16/11/2014:19/11/2014
9604400,"\
Anugraha Home Stay - Coorg X\
Check in: 22/12/2014 Check out: 28/12/2014\
Double Non A/c Room2 Rooms @ Rs. 1,402/night\
Avg Price per Night*\
Rs. 1,402 ",1415516562,:04/12/2014:07/12/2014
9603326,click on the (plus) symbol next to the room name to add to cart,1415516541,:04/12/2014:07/12/2014
9603326,<a href='http://stayzilla.com/poi.php#search?h/10274/11_11_2014/12_11_2014/main'>Booking LInk</a>,1415516528,:04/12/2014:07/12/2014
9604864,"sorry for the delay, I am checking various options for you",1415516499,438:16/11/2014:19/11/2014
9600530,is there anything else that I may assist you with?,1415516497,17800:13/12/2014:14/12/2014
9604012,from there u can reach the place by local transportaion,1415516496,:01/12/2014:04/12/2014
9604002,may I know your check-in/check-out dates pls,1415516492,:04/12/2014:07/12/2014
9604878,may I know the total number of adults & children pls,1415516489,:04/12/2014:07/12/2014
9604810,"\
Hotel Cozy Inn - Digha X\
Check in: 26/12/2014 Check out: 29/12/2014\
Double Non A/c Room1 Room @ Rs. 614/night\
Avg Price per Night*\
Rs. 614 ",1415516460,852:26/12/2014:27/12/2014
9604490,"The Mount Manor St Thomas Mount - Chennai X Check in: 9/11/2014 Check out: 13/11/2014 Double A/c Room1 Room @ Rs. 2,501/night Avg Price per Night* Rs. 2,501 ",1415516452,42:16/11/2014:19/11/2014
9604878,may I know your check-in/check-out dates pls,1415516452,:04/12/2014:07/12/2014
9604878,looking for a neat n well maintaned one with basic facilities atleast,1415516446,:04/12/2014:07/12/2014
9604930,may I know your check-in/check-out dates ,1415516445,96177:16/11/2014:19/11/2014
9603984,Aw ok could u tell me how far this hotel from littile budha restaurant?,1415516445,144:16/11/2014:19/11/2014
9604400,Click this <a href='http://stayzilla.com/poi.php#search?h/509873/22_12_2014/28_12_2014/main'>LINK</a>,1415516432,:04/12/2014:07/12/2014
9604878,may I know your check-in/check-out dates pls,1415516429,:04/12/2014:07/12/2014
9604864,meanwhile can i have your contact info (Mobile and eMail) would help me reach out to you with the best options.,1415516424,438:16/11/2014:19/11/2014
9604002,can you provide me some information regarding lodges with min cost at gangtok....,1415516423,:04/12/2014:07/12/2014
9604710,"A.haridasan, I have used your services for Mookambika temple visit and am basically OK with that",1415516423,:04/12/2014:07/12/2014
9604864,plz be in online mam will check and revert back with best options,1415516414,438:16/11/2014:19/11/2014
9603984,"yes sirTapovan, Laxman Jhulla,Rishikesh,249201",1415516411,144:16/11/2014:19/11/2014
9604810,"New Digha, Picnic Spot (Near Digha railway station), ,Digha,721428",1415516367,852:26/12/2014:27/12/2014
9604864,"may I know your budget per night and type of rooms that you are looking for, a/c or non ac",1415516360,438:16/11/2014:19/11/2014
9604710,Do you arrange VIP darshan and if so what would be the cost for 3 of us (all adults) including one night and 2days hotel stay in a decent hotel? ,1415516343,:04/12/2014:07/12/2014
9602152,sir i already forwarded you the payment link for 2 eight beded room,1415516339,832:02/12/2014:03/12/2014
9604506,"Please click this <a href='http://stayzilla.com/poi.php#search?h/9790/17_11_2014/18_11_2014/main'>link</a>\
",1415516338,:16/11/2014:19/11/2014
9604864,Reasonable but good in between greenary ,1415516334,438:16/11/2014:19/11/2014
9604878,hi..im looking for a buget hotel for a couple for one night stay near to Shimoga railway station.,1415516327,:04/12/2014:07/12/2014
9604506,any other hotel which is near to station any hotel opposite to stattion,1415516314,:16/11/2014:19/11/2014
9604810,"\
Renuka Holiday Inn - Digha X\
Check in: 26/12/2014 Check out: 29/12/2014\
Ground Floor Non Ac (Type 2)1 Room @ Rs. 716/night\
Avg Price per Night*\
Rs. 716 ",1415516313,852:26/12/2014:27/12/2014
9604506,i will give the link to check the picture,1415516311,:16/11/2014:19/11/2014
9275798,"yes, please tell near bus stop in kovalam beach",1415516293,Homepage
9604864,may I know your check-in/check-out dates pls,1415516291,438:16/11/2014:19/11/2014
9604012,tell me the direction to reach the hotel,1415516259,:01/12/2014:04/12/2014
9604810,looking for hotel room in digha from 26th dec to 29th,1415516254,852:26/12/2014:27/12/2014
9604400,"Includes:\
\
Room rent.\
~ Complimentary Breakfast and Dinner.\
~ Complimentray Plantation Walk\
\
Checkin Time:\
24Hrs\
Checkout Time:\
24Hrs",1415516249,:04/12/2014:07/12/2014
9604462,thank you for providing an opportunity to assist you,1415516233,72:14/12/2014:15/12/2014
9604400,"\
Vicky Niwas Home Stay - Coorg X\
Check in: 22/12/2014 Check out: 28/12/2014\
Double Non A/c Room2 Rooms @ Rs. 3,312/night\
Avg Price per Night*\
Rs. 3,312 ",1415516230,:04/12/2014:07/12/2014
9604462,is there anything else that I may assist you with?,1415516229,72:14/12/2014:15/12/2014
9604830,Sir 5 room chahide ne ki rate lagega monday 6 pm aana hai aur wednesday morning jaana ,1415516228,21790:14/12/2014:15/12/2014
9604462,"Amenities\
\
    Internet\
    Travel Desk\
    Pickup & Drop\
    Laundry\
    Doctor on Call\
    STD/ISD Phone\
    Breakfast\
    Cable Television\
    Car Rental Desk\
    Fax\
    Copy Service\
    Free Newspaper\
    TV Remote Control\
\
	\
Cuisines\
\
    Continental\
    Chinese\
    Vegetarian\
    Jain Food\
    Only Veg",1415516227,72:14/12/2014:15/12/2014
9335422,"5,800/- for double occupancy in misti valley resort.",1415516225,154:16/11/2014:19/11/2014
9604194,"Amenities\
\
    Internet\
    Travel Desk\
    Pickup & Drop\
    Laundry\
    Doctor on Call\
    STD/ISD Phone\
    Breakfast\
    Cable Television\
    Car Rental Desk\
    Fax\
    Copy Service\
    Free Newspaper\
    TV Remote Control\
\
	\
Cuisines\
\
    Continental\
    Chinese\
    Vegetarian\
    Jain Food\
    Only Veg",1415516215,:16/11/2014:19/11/2014
9275798,book in muunar 7 to 10 dec and in kovlam 11 to 14dec,1415516213,Homepage
9604400,only 3 hotels are available near coorg sir,1415516203,:04/12/2014:07/12/2014
9604490,"\
The Mount Manor St Thomas Mount - Chennai X\
Check in: 9/11/2014 Check out: 13/11/2014\
Double A/c Room1 Room @ Rs. 2,501/night\
Avg Price per Night*\
Rs. 2,501 ",1415516195,42:16/11/2014:19/11/2014
